,tsne_0,tsne_1,markers,datasets,perts
1552,19.678484,1.7061716,Reference,hif2a,[CH*]O~[CH*]N.[c*]F.[C*]F.[C*]F.[C*]F
1553,15.325309,-13.649539,Reference,hif2a,[C*]F.[C*]F~[C*]F.[C*]F.[c*]F.[C*]C
1554,24.06994,-1.245329,Reference,hif2a,[C*]F.[C*]F~[CH*]F.[c*]F.[CH*]F
1555,24.212841,-24.15377,Reference,hif2a,[c*]CC[C@H]([2*])O.[c*]C#N~[c*]Cl.[c*]C(F)F.[c*]F.[C*]F
1556,34.055492,4.93578,Reference,hif2a,[c*]C#N.[S*]C(F)F~[c*]F.[c*]F.[S*]NC.[C*]F.[C*]F
1557,26.193296,-28.58466,Reference,hif2a,[c*]C#N~[c*]F.[c*]Cl
1558,20.545286,-6.4149404,Reference,hif2a,~[c*]F
1559,19.678381,1.7058766,Reference,hif2a,[CH*]O.[C*]F.[C*]F~[CH*]N.[C*]F.[c*]F.[C*]F
1560,25.57453,-28.443197,Reference,hif2a,[C*]F~[c*]Cl.[C*]F.[C*]F
1561,26.649294,40.17483,Reference,hif2a,[c*]CC[C@H]([2*])O~[c*]C.[c*]C#N
1562,27.831192,-11.621189,Reference,hif2a,[c*]C#N~[c*]F.[c*]F.[CH*]O
1563,24.407839,3.02219,Reference,hif2a,[S*]C(F)F~[c*]F.[C*]F.[CH*]F.[C*]F.[S*]N
1564,25.575113,-28.443237,Reference,hif2a,[c*]C#N.[C*]F~[c*]F.[c*]Cl
1565,24.071491,-1.244376,Reference,hif2a,[C*]F.[C*]F~[c*]F.[CH*]F
1566,-19.362652,52.29802,Reference,hif2a,[c*]CC[C@H]([2*])O~[c*]CO.[c*]Cl.[c*]F
1567,34.05535,4.9357815,Reference,hif2a,[S*]C(F)F~[c*]F.[S*]NC.[C*]F.[C*]F
1568,25.616322,-28.653372,Reference,hif2a,[C*]F.[C*]F~[C*]F.[C*]F.[c*]F.[C*]Cl
1569,26.182423,-28.39369,Reference,hif2a,[C*]F.[C*]F~[C*]Cl.[c*]F.[C*]F
1570,35.554905,42.46603,Reference,hif2a,[c*]Cl.[CH*]C~[c*]C#N.[C*]F.[C*]F
1571,35.814884,46.45384,Reference,hif2a,[CH*]O.[c*]Cl.[C*]F.[C*]F.[CH*]C~[CH*]N.[c*]C#N.[C*]F.[C*]F
1572,-14.347104,52.84552,Reference,hif2a,[c*][C@@H](C)C[C@H]([2*])O.[c*]F.[c*]Cl~[c*]CO.[c*]C#N.[c*]Cl
1573,35.551167,42.472336,Reference,hif2a,[C*]Cl.[c*]F.[CH*]F.[C*]C~[C*]C#N.[c*]F.[C*]F
1574,35.814884,46.45384,Reference,hif2a,[CH*]O.[c*]Cl.[CH*]C~[CH*]N.[c*]C#N.[C*]F.[C*]F.[C*]F
1575,35.51775,39.941555,Reference,hif2a,[C*]Cl.[c*]F.[CH*]F.[C*]C~[c*]C#N.[C*]F.[C*]F.[C*]C
1576,38.17089,38.16987,Reference,hif2a,[C*]Cl.[c*]F.[CH*]F.[C*]C~[CH*]C#N.[c*]F.[CH*]F
1577,24.191517,-23.0044,Reference,hif2a,[c*][C@@H](C)C[C@H]([2*])O~[c*]C(F)F.[C*]F
1578,34.055492,4.93578,Reference,hif2a,[c*]Cl.[S*]C(F)F.[CH*]C~[c*]F.[S*]NC.[C*]F.[C*]F
1579,-0.6301847,6.2782097,Reference,hif2a,[CH*]C~
1580,27.005548,41.79313,Reference,hif2a,[c*]Cl.[CH*]C~[c*]C#N
1581,35.814423,46.453823,Reference,hif2a,[CH*]O.[c*]Cl.[C*]F.[C*]F.[CH*]C~[CH*]N.[c*]C#N.[C*]F.[C*]F
1582,35.157085,42.421513,Reference,hif2a,[C*]F.[CH*]F.[c*]C~[c*]C#N.[C*]F.[C*]F
1583,26.649223,40.175514,Reference,hif2a,[c*][C@@H](C)C[C@H]([2*])O.[c*]F.[c*]Cl~[c*]C.[c*]C#N.[c*]C#N
1584,35.157623,42.41466,Reference,hif2a,[c*]Cl.[c*]S(=O)(=O)C(F)F.[CH*]C~[c*]F.[C*]F.[C*]F.[c*]C#N
1585,27.831001,-11.621235,Reference,hif2a,[c*]Cl.[CH*]C~[c*]F.[CH*]O
1586,37.707546,45.56316,Reference,hif2a,[c*]Cl.[S*]C(F)F.[CH*]C~[c*]C#N.[C*]F.[CH*]F.[C*]F.[S*]N
1587,-0.6160592,6.2991595,Reference,hif2a,[C*]F.[CH*]C~
1588,33.860424,45.06636,Reference,hif2a,[C*]Cl.[c*]F.[CH*]F.[C*]C~[c*]C#N.[CH*]F
1589,-14.34611,52.846,Reference,hif2a,[c*][C@@H](C)C[C@H]([2*])O.[c*]Cl~[c*]CO.[c*]C#N.[c*]Cl
1590,39.178997,41.329742,Reference,hif2a,[c*]Cl.[S*]C(F)F.[CH*]C~[c*]C#N.[S*]NC.[C*]F.[C*]F
1591,32.13388,41.605816,Reference,hif2a,[C*]Cl.[c*]F.[CH*]F.[C*]C~[c*]C#N.[C*]F.[C*]F.[C*]Cl
1592,35.65697,42.298206,Reference,hif2a,[C*]F.[CH*]F.[c*]F.[C*]C~[C*]C#N.[c*]F.[C*]F
1593,17.055166,5.408119,Reference,hif2a,[CH*]O.[C*]F.[C*]F~[CH*]N
1594,-17.515554,50.968033,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]F~[c*]CO.[c*]Cl
1595,-0.8671912,6.4732876,Reference,hif2a,[C*]F.[C*]F~
1596,19.678484,1.7061715,Reference,hif2a,[CH*]O~[CH*]N.[C*]F
1597,-3.801739,-35.68633,Reference,hif2a,[C*]F.[C*]F~[C*]C
1598,24.788967,6.818965,Reference,hif2a,[C*]F.[C*]F.[C*]F~[CH*]F
1599,-6.826372,40.425667,Reference,hif2a,[c*]:cc(F)cc(C#N)c:[2*]~[C*]F.[c*]:cnn(C)c:[2*]
1600,24.212841,-24.15377,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]C#N~[c*]Cl.[c*]C(F)F.[C*]F
1601,34.05535,4.9357815,Reference,hif2a,[c*]C#N.[S*]C(F)F~[c*]F.[S*]NC
1602,21.432348,-45.47779,Reference,hif2a,[c*]C#N.[C*]F.[C*]F~[c*]Cl
1603,-1.1631631,5.97603,Reference,hif2a,[C*]F.[C*]F~
1604,17.055166,5.408119,Reference,hif2a,[CH*]O.[C*]F.[C*]F~[CH*]N
1605,21.174234,-45.00743,Reference,hif2a,[C*]F.[c*]F~[c*]Cl
1606,26.649822,40.175518,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]F~[c*]C.[c*]C#N
1607,35.65697,42.298206,Reference,hif2a,[c*]C#N.[c*]S(=O)(=O)C(F)F~[c*]F.[c*]C#N
1608,30.281996,-0.68158025,Reference,hif2a,[c*]C#N.[C*]F.[C*]F~[CH*]F.[c*]O
1609,24.713036,3.9534357,Reference,hif2a,[S*]C(F)F~[CH*]F.[S*]N
1610,21.14429,-45.599884,Reference,hif2a,[c*]C#N.[C*]F.[C*]F.[C*]F~[c*]Cl
1611,-0.2856925,5.388606,Reference,hif2a,[C*]F.[C*]F.[C*]F~
1612,-17.51683,50.96891,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O~[c*]CO.[c*]Cl
1613,34.373325,5.848235,Reference,hif2a,[S*]C(F)F~[S*]NC
1614,21.58596,-45.4069,Reference,hif2a,[C*]F.[C*]F~[C*]Cl
1615,21.146132,-45.648766,Reference,hif2a,[C*]F.[c*]F.[C*]F~[c*]Cl
1616,-19.362823,52.29791,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]F~[c*]CO.[C*]F.[C*]F.[c*]Cl
1617,50.480618,0.96769756,Reference,hif2a,[CH*]N~[CH*]O
1618,21.632717,-6.084874,Reference,hif2a,~[C*]F.[C*]F.[C*]F
1619,54.817867,3.0519278,Reference,hif2a,[CH*]N~[CH*]O.[C*]C
1620,47.809803,0.8237851,Reference,hif2a,[CH*]N.[C*]F~[CH*]O.[CH*]F
1621,24.212841,-24.15377,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]C#N~[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F
1622,35.35911,4.7471523,Reference,hif2a,[CH*]N.[c*]C#N.[S*]C~[CH*]O.[c*]F.[S*]NC
1623,29.230661,-32.346348,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F~[CH*]O.[c*]Cl.[C*]F.[C*]F
1624,27.831152,-11.621192,Reference,hif2a,[CH*]N.[C*]F.[C*]F~[CH*]O.[C*]F.[C*]F
1625,-0.23599559,5.5965195,Reference,hif2a,~
1626,29.230661,-32.346348,Reference,hif2a,[CH*]N.[c*]F~[CH*]O.[c*]F.[C*]Cl
1627,35.522545,39.93798,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]F~[c*]C.[C*]F.[C*]F.[c*]C#N
1628,37.35632,43.295715,Reference,hif2a,[CH*]N.[c*]C#N.[c*]S(C)(=O)=O~[CH*]O.[c*]F.[c*]C#N
1629,27.831192,-11.621189,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F~[CH*]O.[c*]F.[C*]F.[C*]F.[CH*]O
1630,25.468397,3.9169044,Reference,hif2a,[CH*]N.[S*]C~[CH*]O.[CH*]F.[S*]N
1631,29.230661,-32.346348,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F~[CH*]O.[c*]Cl.[C*]F
1632,50.36185,1.0794603,Reference,hif2a,[CH*]N.[C*]F~[CH*]O
1633,-19.362614,52.29799,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N~[c*]CO.[C*]F.[C*]F.[c*]Cl
1634,35.742985,4.9459205,Reference,hif2a,[CH*]N.[S*]C~[CH*]O.[S*]NC
1635,29.626797,-34.2025,Reference,hif2a,[CH*]N~[CH*]O.[C*]Cl
1636,29.626556,-34.20267,Reference,hif2a,[CH*]N.[c*]F~[CH*]O.[c*]Cl
1637,52.290577,59.188965,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])O.[c*]F
1638,49.508427,54.189274,Reference,hif2a,[c*]CO.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])N.[c*]F.[c*]F
1639,52.362717,59.223125,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])O.[c*]F.[c*]C
1640,24.212666,-24.153393,Reference,hif2a,[c*]CO.[c*]C#N.[c*]Cl~[c*]Cl.[c*]C(F)F.[c*]F.[C*]F
1641,34.085217,28.832872,Reference,hif2a,[c*]CO.[c*]C#N.[c*]Cl~[c*]CC[C@H]([2*])O.[c*]F.[c*]Cl
1642,33.872646,29.143314,Reference,hif2a,[c*]CO.[c*]Cl~[c*]CC[C@H]([2*])O.[c*]F
1643,49.508427,54.189274,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@@H]([2*])N.[c*]F
1644,52.25608,58.99534,Reference,hif2a,[c*]CO.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])O.[c*]Cl
1645,27.00678,41.79257,Reference,hif2a,[c*]Cl.[C*]O~[c*]C#N
1646,28.39411,23.673697,Reference,hif2a,[c*]CO.[c*]C#N.[c*]Cl~[c*]C[C@@H](O)[C@H]([2*])O.[c*]F.[c*]F
1647,34.085217,28.832872,Reference,hif2a,[c*]CO.[c*]C#N.[C*]F.[c*]Cl~[c*]CC[C@H]([2*])O.[c*]F.[c*]Cl
1648,28.709396,25.60166,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]C[C@@H](F)[C@H]([2*])O.[c*]F
1649,22.178501,-6.5844564,Reference,hif2a,~[c*]F
1650,52.305447,59.026554,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])O.[c*]F.[c*]Cl
1651,52.25613,58.99533,Reference,hif2a,[c*]CO.[C*]F.[C*]F.[c*]Cl~[c*]CC(F)(F)[C@H]([2*])O.[c*]Cl
1652,19.678484,1.7061715,Reference,hif2a,[CH*]O~[CH*]N.[C*]F.[C*]F.[C*]F
1653,-3.7883763,-35.872177,Reference,hif2a,~[C*]C
1654,24.788916,6.8199334,Reference,hif2a,[C*]F~[CH*]F
1655,24.212667,-24.153402,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]C#N~[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F
1656,34.05535,4.9357815,Reference,hif2a,[c*]C#N.[S*]C~[c*]F.[S*]NC
1657,25.654919,-28.289747,Reference,hif2a,[C*]C#N.[c*]F.[C*]F~[C*]Cl.[c*]F.[C*]F
1658,21.444056,-7.236827,Reference,hif2a,[C*]F.[C*]F~[C*]F.[C*]F
1659,17.055166,5.408119,Reference,hif2a,[CH*]O~[CH*]N
1660,25.646097,-28.694101,Reference,hif2a,[c*]F~[c*]F.[C*]Cl
1661,35.515602,39.942196,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]F~[c*]C.[C*]F.[C*]F.[c*]C#N
1662,35.49682,42.4914,Reference,hif2a,[c*]C#N.[c*]S(C)(=O)=O~[c*]F.[c*]C#N
1663,30.054096,-1.1231767,Reference,hif2a,[C*]C#N.[c*]F.[C*]F~[C*]F.[c*]F.[CH*]F.[C*]O
1664,24.713116,3.9536247,Reference,hif2a,[S*]C~[CH*]F.[S*]N
1665,26.193258,-28.413765,Reference,hif2a,[C*]C#N.[c*]F.[C*]F~[c*]Cl.[C*]F
1666,-0.34663498,5.9040775,Reference,hif2a,[C*]F~
1667,-19.362614,52.29799,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O~[c*]CO.[C*]F.[C*]F.[c*]Cl
1668,34.373257,5.848293,Reference,hif2a,[S*]C~[S*]NC
1669,21.17705,-45.597652,Reference,hif2a,~[C*]Cl
1670,21.82191,-45.30863,Reference,hif2a,[c*]F~[c*]Cl
1671,54.819206,3.0520465,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[C*]F~[CH*]O.[C*]C
1672,47.81023,0.82356036,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[C*]F.[C*]F~[CH*]O.[CH*]F
1673,-6.841923,40.439735,Reference,hif2a,[CH*]N.[c*]:cc(C#N)cc(F)c:[3*]~[CH*]O.[c*]:cnn(C)c:[3*]
1674,24.159492,-24.124727,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]C#N~[c*]Cl.[c*]C(F)F
1675,35.35912,4.7471313,Reference,hif2a,[CH*]N.[c*]C#N.[S*]C(F)(F)F~[CH*]O.[c*]F.[S*]NC
1676,29.627699,-34.20255,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F.[C*]F~[CH*]O.[c*]Cl
1677,50.36185,1.0794603,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[C*]F~[CH*]O
1678,-0.38636148,5.982722,Reference,hif2a,[C*]F.[C*]F.[C*]F~
1679,29.62679,-34.202328,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[c*]F~[CH*]O.[c*]Cl
1680,26.650438,40.176426,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]F.[c*]F~[c*]C.[c*]C#N
1681,37.356915,43.29584,Reference,hif2a,[CH*]N.[c*]C#N.[c*]S(=O)(=O)C(F)(F)F~[CH*]O.[c*]F.[c*]C#N
1682,30.367987,-0.59099036,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F.[C*]F~[CH*]O.[CH*]F.[c*]O
1683,25.4684,3.9169042,Reference,hif2a,[CH*]N.[S*]C(F)(F)F~[CH*]O.[CH*]F.[S*]N
1684,29.626556,-34.20267,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F.[C*]F.[C*]F~[CH*]O.[c*]Cl
1685,50.61356,0.9551968,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[C*]F.[C*]F~[CH*]O
1686,-17.5157,50.967777,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])N.[c*]F~[c*]CO.[c*]Cl
1687,35.742928,4.945921,Reference,hif2a,[CH*]N.[S*]C(F)(F)F~[CH*]O.[S*]NC
1688,29.62679,-34.202328,Reference,hif2a,[CH*]N.[C*]F.[C*]F.[C*]F~[CH*]O.[C*]Cl
1689,29.626797,-34.2025,Reference,hif2a,[CH*]N.[c*]F.[C*]F.[C*]F.[C*]F~[CH*]O.[c*]Cl
1690,24.788916,6.8199334,Reference,hif2a,[C*]F.[C*]C~[CH*]F
1691,24.21323,-24.153736,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]C#N.[c*]C~[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F
1692,34.05535,4.9357815,Reference,hif2a,[c*]C#N.[S*]CC~[c*]F.[S*]NC
1693,25.576777,-28.542051,Reference,hif2a,[c*]C#N.[C*]F.[C*]F.[C*]C~[C*]Cl.[c*]F.[C*]F
1694,21.83068,-7.315446,Reference,hif2a,[C*]F.[C*]F.[C*]C~[C*]F.[C*]F
1695,17.055166,5.4081187,Reference,hif2a,[CH*]O.[C*]C~[CH*]N
1696,25.725267,-28.76923,Reference,hif2a,[C*]F.[c*]C~[c*]F.[C*]Cl
1697,35.521503,39.93784,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]F.[c*]C~[c*]C.[C*]F.[C*]F.[c*]C#N
1698,35.63237,42.38906,Reference,hif2a,[c*]C#N.[c*]S(=O)(=O)CC~[c*]F.[c*]C#N
1699,30.053888,-1.1238172,Reference,hif2a,[c*]C#N.[C*]F.[C*]F.[C*]C~[C*]F.[CH*]F.[c*]F.[C*]O
1700,24.712896,3.9460816,Reference,hif2a,[S*]CC~[CH*]F.[S*]N
1701,25.734692,-28.774885,Reference,hif2a,[c*]C#N.[C*]F.[C*]F.[C*]C~[c*]Cl.[C*]F
1702,-0.35432762,5.7813563,Reference,hif2a,[C*]F.[C*]C~
1703,-19.362865,52.29806,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]C~[c*]CO.[C*]F.[C*]F.[c*]Cl
1704,34.37326,5.8482924,Reference,hif2a,[S*]CC~[S*]NC
1705,22.047777,-44.96689,Reference,hif2a,[C*]C~[C*]Cl
1706,22.04716,-44.98663,Reference,hif2a,[C*]F.[c*]C~[c*]Cl
1707,23.495743,16.043514,Reference,hif2a,[CH*]C#N.[c*]F.[S*]C~[C*]F.[c*]NC.[S*]F
1708,25.573637,-28.49688,Reference,hif2a,[CH*]C#N.[c*]F.[CH*]F~[C*]Cl.[c*]F.[C*]F
1709,20.857086,-5.860878,Reference,hif2a,[CH*]F.[CH*]F~[C*]F.[C*]F
1710,19.676962,1.7054905,Reference,hif2a,[CH*]O.[CH*]F~[CH*]N.[C*]F
1711,25.573637,-28.49688,Reference,hif2a,[CH*]F.[c*]F~[c*]F.[C*]Cl.[C*]F
1712,35.103664,42.29876,Reference,hif2a,[c*]C#N.[c*]S(C)(=O)=O.[CH*]F~[C*]F.[c*]F.[c*]C#N
1713,30.05407,-1.1233368,Reference,hif2a,[CH*]C#N.[c*]F.[CH*]F~[C*]F.[c*]F.[CH*]F.[C*]O
1714,22.318192,-2.137056,Reference,hif2a,[S*]C~[C*]F.[S*]N
1715,25.956137,-28.196873,Reference,hif2a,[CH*]C#N.[c*]F.[CH*]F~[c*]Cl.[C*]F
1716,-0.38920286,5.9239697,Reference,hif2a,[CH*]F~
1717,23.352697,16.149729,Reference,hif2a,[CH*]F.[S*]C~[C*]NC.[S*]F
1718,25.941431,-28.80909,Reference,hif2a,[CH*]F~[C*]F.[C*]Cl
1719,26.18828,-28.438568,Reference,hif2a,[CH*]F.[c*]F~[C*]Cl.[c*]F
1720,21.826626,31.253641,Reference,hif2a,[C*]F.[C*]F.[c*]:cnn(C)c:[2*]~[c*]:cc(Cl)cc(C#N)c:[2*]
1721,34.22584,29.565218,Reference,hif2a,[c*]C(F)F.[C*]F~[c*]CC[C@H]([2*])O
1722,32.663574,30.46029,Reference,hif2a,[c*]Cl.[c*]C(F)F.[C*]F~[c*]CC[C@H]([2*])O.[c*]C#N
1723,48.754635,54.624928,Reference,hif2a,[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F~[c*]CC(F)(F)[C@@H]([2*])N.[c*]C#N
1724,26.52886,39.690166,Reference,hif2a,[c*]Cl.[c*]F.[C*]F.[C*]F.[C*]F~[c*]C.[c*]C#N.[C*]#N
1725,28.394165,23.672955,Reference,hif2a,[c*]Cl.[c*]C(F)F.[C*]F~[c*]C[C@@H](O)[C@H]([2*])O.[c*]F
1726,34.225292,29.565313,Reference,hif2a,[C*]F.[c*]C(F)F.[C*]F~[c*]CC[C@H]([2*])O
1727,28.865232,26.245026,Reference,hif2a,[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F~[c*]C[C@@H](F)[C@H]([2*])O.[c*]C#N
1728,-14.346422,52.845398,Reference,hif2a,[c*]Cl.[c*]C(F)F.[C*]F~[c*]CO.[c*]C#N.[c*]Cl
1729,49.40981,58.940655,Reference,hif2a,[c*]Cl.[C*]F.[C*]F.[c*]C(F)F.[C*]F~[c*]CC(F)(F)[C@H]([2*])O.[c*]C#N.[c*]Cl
1730,18.160776,-30.62216,Reference,hif2a,[c*]F.[S*]NC.[C*]F.[C*]F~[c*]Cl.[S*]C(F)F
1731,31.332304,38.055298,Reference,hif2a,[c*]F.[S*]NC.[C*]F.[C*]F~[c*]C#N.[S*]C(F)F
1732,29.14502,44.893528,Reference,hif2a,[CH*]O.[c*]F.[S*]NC~[CH*]N.[c*]C#N.[S*]C
1733,30.92015,43.071945,Reference,hif2a,[c*]F.[c*]F.[S*]NC~[c*]C#N.[S*]CF.[c*]Cl
1734,27.00655,41.793385,Reference,hif2a,[c*]S(=O)(=O)NC~[c*]C#N
1735,47.937927,2.8167112,Reference,hif2a,[C*]NC.[S*]F.[C*]F~[CH*]C(F)F.[S*]O
1736,38.17522,38.15008,Reference,hif2a,[N*]F.[c*]C~[CH*]C#N.[c*]F
1737,24.745602,-33.902054,Reference,hif2a,[c*]F.[S*]NC.[C*]F.[C*]F~[c*]Cl.[S*]CF
1738,28.219847,43.1766,Reference,hif2a,[C*]F.[c*]NC.[S*]F~[c*]C#N.[S*]C
1739,27.00476,41.793304,Reference,hif2a,[c*]F~[c*]C#N
1740,27.05323,44.07465,Reference,hif2a,[c*]F.[S*]NC~[c*]C#N.[S*]CCl
1741,29.208319,42.679012,Reference,hif2a,[c*]F.[c*]F.[S*]NC~[c*]Cl.[c*]C#N.[S*]C
1742,27.00402,41.79008,Reference,hif2a,[c*]Cl~[c*]C#N
1743,35.81483,46.454113,Reference,hif2a,[CH*]O.[c*]Cl.[C*]F.[C*]F~[CH*]N.[c*]C#N.[C*]F.[C*]F
1744,35.23968,42.484547,Reference,hif2a,[C*]F.[c*]F~[c*]C#N.[C*]F.[C*]F
1745,26.651318,40.176964,Reference,hif2a,[c*]CC[C@H]([2*])O.[c*]F.[c*]Cl~[c*]C.[c*]C#N.[c*]C#N
1746,35.321747,42.51745,Reference,hif2a,[c*]Cl.[c*]S(=O)(=O)C(F)F~[c*]F.[C*]F.[C*]F.[c*]C#N
1747,27.83108,-11.621301,Reference,hif2a,[c*]Cl~[c*]F.[CH*]O
1748,37.70457,45.56314,Reference,hif2a,[c*]Cl.[S*]C(F)F~[c*]C#N.[C*]F.[CH*]F.[C*]F.[S*]N
1749,-0.26876217,5.350344,Reference,hif2a,[C*]F~
1750,33.864063,45.06703,Reference,hif2a,[C*]Cl.[c*]F.[C*]F~[c*]C#N.[CH*]F
1751,-14.346348,52.844803,Reference,hif2a,[c*]CC[C@H]([2*])O.[c*]Cl~[c*]CO.[c*]C#N.[c*]Cl
1752,39.178997,41.329742,Reference,hif2a,[c*]Cl.[S*]C(F)F~[c*]C#N.[S*]NC.[C*]F.[C*]F
1753,32.137325,41.599987,Reference,hif2a,[C*]Cl.[c*]F.[C*]F~[c*]C#N.[C*]F.[C*]F.[C*]Cl
1754,35.60663,42.413876,Reference,hif2a,[C*]F.[c*]F.[C*]F~[C*]C#N.[c*]F.[C*]F
1755,19.676857,1.7051954,Reference,hif2a,[CH*]O.[C*]F.[C*]F~[CH*]N.[C*]F.[C*]F
1756,26.177973,-28.622177,Reference,hif2a,[c*]F.[C*]F~[c*]Cl.[C*]F.[C*]F
1757,26.649462,40.17535,Reference,hif2a,[c*]CC[C@H]([2*])O.[c*]F~[c*]C.[c*]C#N
1758,27.830784,-11.621203,Reference,hif2a,[c*]C#N~[c*]F.[CH*]O
1759,23.68365,2.1032135,Reference,hif2a,[S*]C(F)F~[CH*]F.[C*]F.[S*]F.[C*]N
1760,22.047514,-44.9822,Reference,hif2a,[c*]C#N.[C*]F~[c*]Cl
1761,24.788752,6.8184824,Reference,hif2a,[C*]F.[C*]F~[CH*]F
1762,-17.515575,50.968185,Reference,hif2a,[c*]CC[C@H]([2*])O~[c*]CO.[c*]Cl
1763,23.495754,16.043507,Reference,hif2a,[S*]C(F)F~[C*]NC.[S*]F.[C*]F
1764,26.130926,-28.711817,Reference,hif2a,[C*]F.[C*]F~[C*]F.[C*]F.[C*]Cl
1765,26.135635,-28.705582,Reference,hif2a,[c*]F.[C*]F.[C*]F~[C*]Cl.[c*]F.[C*]F
1766,29.230423,-32.346485,Reference,hif2a,[CH*]N.[c*]F~[CH*]O.[c*]F.[C*]Cl
1767,35.520424,39.939095,Reference,hif2a,[c*]CC(F)(F)[C@@H]([2*])N.[c*]F~[c*]C.[C*]F.[C*]F.[c*]C#N
1768,37.356968,43.297417,Reference,hif2a,[CH*]N.[c*]C#N.[c*]S(C)(=O)=O~[CH*]O.[c*]F.[c*]C#N
1769,27.830784,-11.621203,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F~[CH*]O.[c*]F.[C*]F.[C*]F.[CH*]O
1770,25.468403,3.9169044,Reference,hif2a,[CH*]N.[S*]C~[CH*]O.[CH*]F.[S*]N
1771,29.230457,-32.346478,Reference,hif2a,[CH*]N.[c*]C#N.[C*]F.[C*]F~[CH*]O.[c*]Cl.[C*]F
1772,51.176834,1.0618213,Reference,hif2a,[CH*]N.[C*]F~[CH*]O
1773,-19.362368,52.29831,Reference,hif2a,[c*]CC(F)(F)[C@@H]([2*])N~[c*]CO.[C*]F.[C*]F.[c*]Cl
1774,35.742928,4.945921,Reference,hif2a,[CH*]N.[S*]C~[CH*]O.[S*]NC
1775,29.626806,-34.202488,Reference,hif2a,[CH*]N~[CH*]O.[C*]Cl
1776,29.626556,-34.20267,Reference,hif2a,[CH*]N.[c*]F~[CH*]O.[c*]Cl
1777,35.526955,39.939842,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]Cl~[c*]C.[C*]F.[c*]C#N
1778,35.449764,42.51495,Reference,hif2a,[c*]C#N.[c*]S(=O)(=O)CF.[c*]Cl~[c*]F.[c*]F.[c*]C#N
1779,27.830944,-11.621376,Reference,hif2a,[c*]C#N.[c*]Cl.[C*]F.[C*]F~[C*]F.[c*]F.[c*]F.[CH*]O
1780,23.700687,2.16203,Reference,hif2a,[c*]CF.[S*]Cl~[CH*]F.[S*]F.[c*]N
1781,20.929728,-5.661679,Reference,hif2a,[c*]C#N.[C*]F.[C*]F~[c*]F
1782,21.41218,-5.862425,Reference,hif2a,[c*]F.[C*]Cl.[C*]F~[c*]F
1783,-19.362368,52.29831,Reference,hif2a,[c*]CC(F)(F)[C@H]([2*])O.[c*]Cl~[c*]CO.[C*]F.[c*]Cl.[c*]F
